   63.1986656       15.9359169    
   63.4284782       15.8584824    
   63.6582909       15.7800751    
   63.8881035       15.7006836    
   64.1179199       15.6203117    
   64.3477325       15.5389595    
   64.5775452       15.4566269    
   64.8073578       15.3733101    
   65.0371704       15.2890129    
   65.2669830       15.2037354    
   65.4967957       15.1174774    
   65.7266083       15.0302391    
   65.9564209       14.9420204    
   66.1862335       14.8528175    
   66.4160461       14.7626343    
   66.6458588       14.6714745    
   66.8756714       14.5793266    
   67.1054916       14.4862061    
   67.3353043       14.3920975    
   67.5651169       14.2970085    
   67.7949295       14.2009392    
   68.0247421       14.1038895    
   68.2545624       14.0058594    
   68.4843750       13.9068489    
   68.7141876       13.8068581    
   68.9440002       13.7058830    
   69.1738129       13.6039276    
   69.4036255       13.5009918    
   69.6334381       13.3970795    
   69.8632507       13.2921829    
   70.0930634       13.1863022    
   70.3228760       13.0794411    
   70.5526886       12.9716034    
   70.7825012       12.8627815    
   71.0123138       12.7529793    
   71.2421265       12.6421967    
   71.4719391       12.5304337    
   71.7017593       12.4176865    
   71.9315720       12.3039627    
   72.1613846       12.1892548    
   72.3911972       12.0735664    
   72.6210098       11.9568977    
   72.8508224       11.8392487    
   73.0806351       11.7206154    
   73.3104477       11.6010017    
   73.5402603       11.4804115    
   73.7700806       11.3588371    
   73.9998932       11.2362785    
   74.2297058       11.1127434    
   74.4595184       10.9882278    
   74.6893311       10.8627243    
   74.9191437       10.7362480    
   75.1489563       10.6087875    
   75.3787689       10.4803505    
   75.6085815       10.3509254    
   75.8383942       10.2205238    
   76.0682068       10.0891380    
   76.2980270       9.95676804    
   76.5278397       9.82342148    
   76.7576523       9.68910217    
   76.9874649       9.55379105    
   77.2172775       9.41750336    
   77.4470901       9.28023148    
   77.6769028       9.14198685    
   77.9067154       9.00274658    
   78.1365280       8.86253357    
   78.3663406       8.72134399    
   78.5961533       8.57916260    
   78.8259659       8.43601227    
   79.0557785       8.29187393    
   79.2855911       8.14675522    
   79.5154114       8.00065231    
   79.7452240       7.85357285    
   79.9750366       7.70550919    
   80.2048492       7.55647278    
   80.4346619       7.40644455    
   80.6644745       7.25544739    
   80.8942947       7.10345840    
   81.1241074       6.95048523    
   81.3539200       6.79654694    
   81.5837326       6.64161682    
   81.8135452       6.48571396    
   82.0433578       6.32881546    
   82.2731705       6.17094421    
   82.5029831       6.01209641    
   82.7327957       5.85225677    
   82.9626083       5.69144821    
   83.1924210       5.52965546    
   83.4222336       5.36686707    
   83.6520462       5.20311737    
   83.8818588       5.03837585    
   84.1116714       4.87266541    
   84.3414841       4.70595551    
   84.5713043       4.53828430    
   84.8011169       4.36962128    
   85.0309296       4.19997406    
   85.2607422       4.02935028    
   85.4905548       3.85774231    
   85.7203751       3.68515778    
   85.9501877       3.51158905    
   86.1800003       3.33703613    
   86.4098129       3.16150665    
   86.6396255       2.98500824    
   86.8694382       2.80751038    
   87.0992508       2.62904358    
   87.3290634       2.44958496    
   87.5588760       2.26914978    
   87.7886887       2.08773804    
   88.0185013       1.90534210    
   88.2483139       1.72196198    
   88.4781265       1.53760529    
   88.7079391       1.35227203    
   88.9377518       1.16594696    
   89.1675720      0.978637695    
   89.3973846      0.790367126    
   89.6271973      0.601104736    
   89.8570099      0.410858154    
   90.0868225      0.219627380    
   90.3166351       2.74276733E-02
   90.5464478     -0.165763855    
